country,influencer,date,arms_transfer_security_aid_assistance,bribery_economic_corruption,diaspora_activation,diplomatic_mediation,diplomatic_recognition,diplomatic_sanction,diplomatic_statement,diplomatic_visit,economic_aid_assistance,intelligence_counterintelligence,investment,joint_security_force_exercise,media_campaign_intervention,political_process_policy_intervention,professional_cultural_exchange,security_cooperation,security_force_facility_presence,surveillance,tech_transfer_investment,trade_agreement_exchange,trade_financial_sanction,transnational_organization_crime,rai_999,total_articles
Belarus,Russia,2020-08-01,1,1,0,0,1,13,34,3,0,0,5,2,2,24,12,2,7,2,2,4,17,0,8930,9062
Belarus,Russia,2020-09-01,0,0,0,0,4,3,21,29,1,2,14,26,7,5,48,9,1,0,1,2,36,0,8541,8750
Belarus,Russia,2020-10-01,0,0,2,0,1,2,2,0,1,1,5,1,0,0,20,8,1,0,0,0,15,0,7859,7918
Belarus,Russia,2020-11-01,0,0,0,0,1,0,3,0,0,0,12,0,2,3,38,1,0,1,2,1,5,2,7810,7881
Belarus,Russia,2020-12-01,0,0,2,0,3,2,0,1,1,0,5,1,0,1,39,2,0,0,0,0,13,0,8135,8205
Belarus,Russia,2021-01-01,1,0,0,0,0,0,2,0,0,0,2,1,0,1,18,0,0,0,1,0,9,0,7108,7143
Belarus,Russia,2021-02-01,3,1,1,0,1,2,2,2,1,0,7,0,1,0,23,1,0,0,0,1,10,0,7300,7356
Belarus,Russia,2021-03-01,0,0,1,0,4,2,1,1,0,0,5,5,0,0,21,2,0,1,1,0,4,0,7878,7926
Belarus,Russia,2021-04-01,1,0,0,0,1,3,3,6,0,0,2,0,1,0,40,1,0,0,1,0,11,0,7574,7644
Belarus,Russia,2021-05-01,0,0,0,0,1,0,6,7,0,0,2,1,1,0,27,7,0,0,0,0,19,0,7797,7868
Belarus,Russia,2021-06-01,3,0,1,0,4,6,5,3,2,0,7,1,1,1,50,9,0,1,0,3,24,0,7537,7658
Belarus,Russia,2021-07-01,2,1,0,0,1,4,0,2,0,0,3,2,2,0,30,1,3,0,2,2,15,0,6376,6446
Belarus,Russia,2021-08-01,0,0,1,0,0,1,4,4,1,0,1,7,2,1,12,4,1,2,1,0,12,0,7398,7452
Belarus,Russia,2021-09-01,12,0,3,0,0,0,0,1,3,2,9,31,2,2,25,4,5,0,3,6,2,0,7144,7254
Belarus,Russia,2021-10-01,3,1,0,0,0,3,0,0,0,0,6,4,2,1,29,1,1,1,0,0,10,0,7131,7193
Belarus,Russia,2021-11-01,1,0,0,0,2,3,16,0,1,0,8,17,1,0,19,7,12,0,0,0,32,3,7213,7335
Belarus,Russia,2021-12-01,1,0,0,0,5,9,8,5,1,0,7,1,0,1,16,8,0,0,2,2,25,0,6435,6526
Belarus,Russia,2022-01-01,1,0,0,0,1,4,18,1,0,0,6,24,0,2,9,5,11,3,0,2,5,0,5809,5901
Belarus,Russia,2022-02-01,8,0,2,8,3,9,35,7,1,0,10,74,2,7,16,30,58,4,0,1,32,0,6516,6823
Belarus,Russia,2022-03-01,3,1,0,2,4,6,20,8,11,0,15,0,8,1,26,19,18,8,4,1,102,0,5633,5890
Belarus,Russia,2022-04-01,2,0,9,2,1,9,21,9,1,1,13,2,8,1,30,20,9,2,13,6,49,2,5318,5528
Belarus,Russia,2022-05-01,4,0,0,0,1,6,11,6,0,1,10,1,1,0,19,6,3,2,2,1,52,0,5240,5366
Belarus,Russia,2022-06-01,5,1,3,0,0,11,12,6,1,0,15,2,2,0,42,17,12,0,7,0,40,0,5036,5212
Belarus,Russia,2022-07-01,1,0,2,0,4,10,8,0,0,2,15,2,0,0,32,8,14,2,1,0,35,3,4777,4916
Belarus,Russia,2022-08-01,2,0,0,0,2,15,13,1,0,1,13,13,2,0,18,12,9,1,2,1,16,0,4772,4893
Belarus,Russia,2022-09-01,1,0,0,1,2,14,2,7,2,0,9,5,0,0,20,7,7,0,4,3,39,0,4582,4705
Belarus,Russia,2022-10-01,10,0,3,2,1,7,32,3,0,1,10,4,1,1,39,20,33,2,1,2,19,0,4845,5036
Belarus,Russia,2022-11-01,6,0,0,0,2,5,10,3,1,0,9,2,1,4,18,12,12,2,0,0,19,2,4488,4596
Belarus,Russia,2022-12-01,7,0,0,0,1,3,25,22,1,2,9,9,2,0,26,23,28,2,6,1,27,1,5075,5270
Belarus,Russia,2023-01-01,5,0,0,0,2,7,14,6,1,0,6,37,0,2,23,11,21,2,3,2,25,0,5121,5288
Belarus,Russia,2023-02-01,4,0,0,0,2,12,23,11,0,3,11,4,1,1,14,14,10,0,2,3,22,0,4902,5039
Belarus,Russia,2023-03-01,12,0,2,1,2,11,19,1,1,4,9,2,1,2,38,64,18,1,4,5,20,1,5677,5895
Belarus,Russia,2023-04-01,8,0,0,0,1,8,10,11,0,3,12,2,0,0,24,42,5,4,3,3,21,0,5487,5644
Belarus,Russia,2023-05-01,11,1,2,1,5,8,15,13,0,0,11,2,1,3,26,41,11,2,4,0,22,0,5752,5931
Belarus,Russia,2023-06-01,16,1,0,4,1,12,64,9,1,3,18,2,2,6,40,72,46,5,4,3,22,1,6476,6808
Belarus,Russia,2023-07-01,6,0,1,0,2,8,40,9,1,1,21,4,2,1,33,27,45,1,0,0,17,0,6212,6431
Belarus,Russia,2023-08-01,3,0,2,0,3,11,24,4,1,3,10,3,3,1,27,28,33,2,2,2,19,0,6425,6606
Belarus,Russia,2023-09-01,1,0,0,0,2,8,7,1,2,0,9,6,1,0,53,9,2,1,0,2,17,1,6228,6350
Belarus,Russia,2023-10-01,1,0,2,0,1,8,6,2,0,2,12,4,1,2,29,8,0,0,3,0,11,0,5820,5912
Belarus,Russia,2023-11-01,6,1,0,1,1,5,2,3,1,0,16,1,0,0,34,6,0,1,2,0,12,1,5512,5605
Belarus,Russia,2023-12-01,0,0,2,1,3,4,6,5,2,3,6,4,1,3,30,10,2,2,2,3,15,0,5606,5710
Belarus,Russia,2024-01-01,2,0,0,0,1,2,1,2,0,0,4,2,1,0,26,9,3,0,0,3,5,0,5551,5612
Belarus,Russia,2024-02-01,0,0,0,0,2,1,0,1,0,0,5,2,1,5,21,2,0,0,3,2,11,0,5889,5945
Belarus,Russia,2024-03-01,0,0,1,0,1,5,5,0,1,0,3,0,0,14,32,2,1,4,3,0,27,0,5997,6096
Belarus,Russia,2024-04-01,3,1,0,0,1,4,3,4,0,0,15,0,2,2,54,8,2,2,2,4,8,0,6203,6318
Belarus,Russia,2024-05-01,1,0,0,0,2,0,7,11,4,1,7,8,3,1,41,20,2,0,2,1,11,0,6085,6207
Belarus,Russia,2024-06-01,4,2,0,0,5,1,7,5,0,0,12,14,1,2,69,10,0,0,3,6,12,0,5922,6075
Belarus,Russia,2024-07-01,1,1,1,0,2,0,3,7,0,3,9,7,4,1,33,9,0,0,0,0,5,1,6007,6094
Belarus,Russia,2024-08-01,0,0,0,0,1,0,3,2,1,1,7,9,4,0,29,24,7,0,3,2,5,0,5299,5397
Belarus,Russia,2024-09-01,1,0,1,0,1,0,0,0,0,0,18,4,4,0,46,20,2,1,2,2,8,0,5556,5666
Belarus,Russia,2024-10-01,1,0,0,0,0,0,6,7,1,0,9,4,0,4,30,14,2,1,3,2,5,0,5806,5895
Belarus,Russia,2024-11-01,5,1,0,0,1,0,1,2,0,0,9,0,3,0,35,4,1,1,4,1,7,0,5617,5692
Belarus,Russia,2024-12-01,1,0,0,0,1,0,0,0,0,0,1,1,0,0,25,10,0,0,1,4,4,0,2536,2584
Belarus,Russia,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
